sentence,label
"['그렇다', '제', '다시', '한번', '확인', '해보다', '잠시', '만', '기다리다']",0
"['우리', '잡지', '구독', '을', '취소', '는가', '장', '크다', '이유', '뭔', '가요']",0
"['정기', '구', '독기', '간', '끝나다', '신청', '지', '않다', '제일', '크다']",0
"['그렇다', '정기', '구독', '을', '자동', '연장', '하다', '바꾸다', '어떻다', '요']",0
"['그렇게', '하다', '비용', '문제', '로', '구', '독자', '과', '마찰', '생기다', '있다']",0
"['우리', '회사', '광고', '에', '사용', '하다', '사진', '으로는', '어떤', '좋다']",0
"['배경', '에', '바다', '와', '배', '들이다', '사진', '좋다', '생각', '해', '요']",0
"['곧', '여름', '이니까', '시원하다', '느낌', '배경', '을', '고르다']",0
"['회사', '창고', '중', '에가', '장', '크다', '창고', '어느', '지역', '창고', '인가요']",0
"['아마', '양재', '에', '있다', '창고', '가가', '장', '크다', '알다']",0
"['그렇다', '이번', '신제품', '보관', '그', '창고', '에', '하다', '좋다']",0
"['올해', '여름', '휴가', '며칠', '부터', '며칠', '까지', '인가요']",0
"['월일', '부터', '월일', '까지가', '공식', '적', '인', '기간', '이에요']",0
"['모든', '직원', '에게', '여름', '휴가', '를', '그', '기간', '으로', '전달', '면', '되다', '요']",0
"['우리', '이번', '프로젝트', '예산', '을', '정해', '야하다', '요']",0
"['그렇다', '조', '정이', '필요하다', '부분', '을', '표시', '해주다']",0
"['따로', '보고서', '를', '작성', '하다', '회의', '에', '전달', '하다']",0
"['최종', '발표', '전', '에이', '보고서', '을', '한번', '더', '검토', '하다', '하다', '요']",0
"['그렇다', '괜찮다', '바로', '최종', '발표', '준비', '를', '시작', '죠']",0
"['최종', '발표', '자료', '미완성', '되어다', '책상', '위', '에', '있다']",0
"['회사', '웹사이트', '를', '업데이트', '하다', '어떤', '가요']",0
"['지', '금은', '새롭다', '프로젝트', '로', '바쁘다', '업데이트', '하다', '시간', '없다']",0
"['그렇다', '회사', '웹사이트', '업데이트', '언제', '쯤', '가능하다']",0
"['조금', '늦다', '괜찮다', '달뒤', '에', '가능하다', '같다']",0
"['내', '일', '세미나', '를', '위해', '호실', '을', '사용', '하고', '싶다']",0
"['원래', '사용', '하다', '호실', '보다', '배정', '도', '크다', '공간', '인데', '요']",0
"['잘', '돼다', '지금', '바로', '호실', '에서', '호실', '로', '변경', '해드리다']",0
"['혹시', '오늘이', '나', '내일', '바로', '출장', '을', '떠나다']",0
"['지', '금은', '어렵다', '짐', '을', '싸다', '오늘밤', '에는', '출발', '가능하다']",0
"['그렇다', '내', '일', '바로', '업무', '를', '하다', '오늘', '출발', '해주다']",0
"['이번', '목요일', '에', '입사', '지원', '자', '를', '면접', '을', '진행', '하다', '어떻다', '요']",0
"['아래층', '의빈', '사무실', '을', '어떻다', '활용', '하다', '좋다']",0
"['당장', '바꾸다', '일단', '그대로', '두다', '좋다']",0
"['인턴', '명', '을', '포함', '하다', '많다', '직원', '을', '뽑다', '들다']",0
"['복사기', '또고', '장', '나', '서', '시설', '관리', '팀', '에', '연락', '하다']",0
"['이렇게', '자꾸', '고', '장난', '다', '면', '새롭다', '살다', '낫다']",0
"['새롭다', '복사기', '생기다', '때', '까지는', '어떻다', '하다', '하다', '모르다']",0
"['새롭다', '출시', '되다', '장난감', '에', '대한', '프로젝트', '어디', '까지', '진행', '돼다']",0
"['지난달', '에', '인터넷', '광고', '를', '위', '디자인', '까지', '마치다']",0
"['그렇다', '광고', '외', '에', '출시', '까지', '남다', '과정', '무엇', '있다']",0
"['인터넷', '외', '다른', '광고', '매체', '영상', '마무리', '남다']",0
"['오늘', '세미나', '에', '참석', '사람', '의수', '매우', '적다']",0
"['아마', '세미나', '시간', '시', '여서', '그렇다', '같다']",0
"['시', '간정', '도', '늦추다', '많다', '사람', '참석', '하다']",0
"['지난주', '에', '요청', '한직', '원용', '설문', '지는', '다', '제출', '하다']",0
"['아직', '제출', '지', '않다', '사람', '있다', '어떻다', '하다']",0
"['지난', '금요일', '에', '열리다', '선행', '사의', '반응', '어떻다']",0
"['아주', '좋다', '직원', '과', '직원', '가족', '매우', '기쁘다', '하다']",0
"['그렇다', '그렇다', '모', '금액', '목표', '만큼', '모이다']",0
"['그', '보다', '훨씬', '더', '많이', '모', '여', '서모', '두', '뿌듯하다', '하다']",0
"['일반', '적', '인', '홍보', '단외', '에', '다른', '방법', '없다']",0
"['우리', '회사', '공장', '을', '방문', '하다', '프로그램', '어떻다', '요']",0
"['그렇다', '바로', '주변', '학교', '에', '연락', '을', '넣다', '보다', '하다']",0
"['오', '전', '회의', '에', '제공', '커피', '에', '불만', '있다', '무슨', '뜻', '인가요']",0
"['그렇다', '그', '직원', '을', '위해', '차도', '몇', '종류', '구비', '하다']",0
"['우리', '제품', '을', '주문', '분', '께', '설문', '지르다', '보내다', '하다']",0
"['설문', '지만', '보내다', '신율', '매우', '낮다', '같다']",0
"['그렇다', '답신', '을', '보내다', '분', '중', '추첨', '여', '경품', '을', '주다', '어떻다', '요']",0
"['좋다', '아이디어', '네', '요먼', '저', '전체', '회의', '때', '통과', '되다']",0
"['지역', '주민', '을', '대상', '으로', '하다', '행사', '를', '기획', '면', '어떻다', '요']",0
"['구체', '적', '으로', '생각', '하다', '행사', '방향', '있다']",0
"['일단', '지역', '주민', '참석', '필수', '인', '행사', '좋다']",0
"['하반기', '에는', '전체', '회의', '없이', '진행', '하다', '어떻다', '요']",0
"['저', '팀', '회의', '유지', '하고', '전체', '모이다', '회의', '만', '없애다', '요']",0
"['그래도', '내', '용공', '유차', '원', '에서', '전체', '회의', '필요하다', '생각', '해', '요']",0
"['사무실', '내', '공간', '부족하다', '사무실', '이전', '을', '추다', '하다']",0
"['동의', '하다', '사실', '사람', '에', '비다', '공간', '너무', '부족하다']",0
"['그렇다', '전체', '의견', '으로', '사장', '님', '께', '건의', '해도', '되다', '요']",0
"['새롭다', '직원', '을', '뽑다', '시기', '를', '당기다', '어떻다', '요']",0
"['그렇다', '너무', '급하다', '정도', '만', '당기다', '건', '요']",0
"['그', '정도', '면', '굳이', '당', '기지', '않다', '되다', '일정', '이라고', '생각', '해', '요']",0
"['작년', '대비', '올해', '매출', '이배', '오르다', '보고', '해도', '되다', '요']",0
"['왜', '죠', '보고서', '상', '에는', '배', '오르다', '보이다']",0
"['새롭다', '매출', '반', '정도', '기존', '매출', '과', '겹', '치다', '부분', '있다']",0
"['정해진', '근무시간', '이후', '에', '자동', '으로', '컴퓨터', '를', '끄다', '어떻다']",0
"['그건', '기술', '담당자', '와', '상의', '해보다', '야하다', '같다']",0
"['새롭다', '직원', '은주', '뒤', '부터', '근무', '게', '되다', '겁니다']",0
"['아직', '은사', '용하다', '빈자리', '없다', '그건', '좀', '곤란하다']",0
"['그', '럼', '자리', '나', '업무', '으로', '볼때', '적당하다', '근무', '시작', '시점', '언제', '인가요']",0
"['제', '생각', '엔', '뒤', '부터', '출근', '하다', '좋다']",0
"['월일', '에는', '전', '직원', '에게', '유급', '휴가', '를', '주다', '고합', '니', '다']",0
"['그렇다', '월일', '부터', '일', '까지', '연달', '쉬다']",0
"['올해', '소식', '중', '에가', '장', '기쁘다', '소식', '되다']",0
"['고객', '원하다', '디자인', '을', '수정', '고자', '하다']",0
"['저', '반대', '에요', '제품', '디자인', '에는', '우리', '만의', '느낌', '필요하다']",0
"['하지만', '최근', '많다', '고객', '늘', '같다', '디자인', '을', '지적', '하고', '있다']",0
"['반대', '로', '말다', '오랫동안', '지적', '지', '않다', '고객', '도', '있다']",0
"['단', '기', '아르바이트', '채용', '이번', '행사', '에', '도움', '되다', '요']",0
"['그렇다', '장구', '인', '광고', '를', '내다', '행사', '에', '필요하다', '인원', '만큼', '채용', '하다']",0
"['다음', '회의', '때', '까지', '안건', '에', '대', '전', '직원', '의견', '을', '알', '고', '싶다']",0
"['전', '직원', '의견', '이모', '면', '더', '확실하다', '결과', '나오다']",0
"['일', '정도', '면', '메일', '회신', '너', '무급', '건아', '니', '겠다']",0
"['대량', '주문', '들어오다', '기한', '을', '맞추다', '직원', '야근', '필요하다']",0
"['저', '반대', '하다', '갑자기', '야근', '늘', '면', '직원', '힘들다']",0
"['그렇다', '야근', '외', '에', '대량', '주문', '을소', '화하다', '다른', '방법', '있다']",0
"['원하다', '직원', '만추', '가수', '당', '을', '받다', '근무', '도록', '죠']",0
"['우리', '제품', '의무', '상수리', '기간', '이개', '월', '인', '너무', '짧다', '생각', '해', '요']",0
"['그렇다', '지금', '보다', '얼마나', '더', '무상', '수리', '기간', '을', '늘리다', '야하다', '요']",0
"['직원', '컴퓨터', '에', '업무', '용', '메신저', '를', '설치', '라고', '하다', '어떻다', '요']",0
"['지금', '이메일', '로', '도', '업무', '를', '위', '한대화', '가능하다', '생각', '데', '요']",0
"['하지만', '메신저', '있다', '더욱더', '빠르다', '대화', '하다', '않다']",0
"['저', '전화', '와이', '메일', '만으로도', '충분하다', '생각', '해', '요']",0
"['회사', '건물', '외벽', '전체', '에', '페인트', '치다', '의견', '있다']",0
"['전', '비용', '대', '비비', '효율', '적', '이다', '생각', '하다']",0
"['지금', '처럼', '낙서', '되다', '상태', '보다는', '낫', '지', '않다']",0
"['그렇다', '낙서', '되다', '쪽', '벽', '에만', '하다', '좋다']",0
"['전', '직원', '세미나', '참여', '를', '위해', '버스', '를', '빌리다', '요']",0
"['버스', '너무', '불편하다', '시간', '이오', '래', '걸리다', '같다', '고다', '반', '대하', '네', '요']",0
"['그렇다', '직원', '버스', '외', '에', '어떻다', '을', '원하다', '요']",0
"['거리', '와', '비용', '까지', '고려', '하다', '때', '기차', '좋다', '같다']",0
"['다음', '제품', '문', '개수', '를', '천', '개', '로', '하다', '하다']",0
"['당장', '매출', '로', '천', '개', '를', '주문', '건너', '무위', '험하다', '않다']",0
"['꾸준하다', '매출', '증가', '하고', '있다', '한번', '에', '주문', '게낫', '죠']",0
"['주문', '언제', '든지', '하다', '나누다', '하다', '좋다', '같다']",0
"['직원', '과', '가족', '을', '함께', '초대', '하다', '진행', '행사', '어떻다', '요']",0
"['가족', '과', '함께', '하다', '시간', '적다', '좋다', '생각', '이네', '요']",0
"['행사', '내용', '을', '몇', '가지', '준비', '하다', '직원', '에게', '선택', '라고', '하다']",0
"['우리', '회사', '공장', '을', '방문', '해보다', '연락', '오다']",0
"['이번', '기회', '에', '우리', '회사', '를', '알리다', '생각', '하다', '저', '찬성', '이다']",0
"['그렇다', '공장', '견학', '시', '안내', '자', '를', '따로', '정해', '야', '겠다']",0
"['새롭다', '사무실', '에', '에어컨', '부터', '설치다', '야하다', '같다']",0
"['가장', '빨리', '설치', '하다', '업체', '를', '찾다', '연락', '하다']",0
"['제품', '가격', '을', '낮추다', '매출', '을', '높이다', '어떻다', '요']",0
"['그렇다', '제품', '가격', '을', '낮추다', '외', '에', '다른', '방법', '있다']",0
"['꼭', '필요하다', '기적', '인', '행사', '를', '열다', '가격', '을', '낮추다', '어떻다', '요']",0
"['구내식당', '메뉴', '를', '개선', '하다', '위해', '업체', '를', '변경', '죠']",0
"['메뉴', '변경', '을', '위해', '업체', '를', '바꾸다', '너무', '극단', '적', '인데', '요']",0
"['벌써', '째', '직원', '메뉴', '에', '대한', '불만', '을', '얘기', '하고', '있다']",0
"['하지만', '구내식당', '을', '이용', '직원', '줄어들다', '아니다']",0
"['출근', '복장', '을', '자유', '화하다', '안건', '에', '관해', '얘기', '해보다']",0
"['그렇다', '단계', '적', '으로', '시행', '하다', '필요없다', '이바', '로', '진행', '하다', '요']",0
"['매', '월요일', '오', '전', '시', '로주', '간', '회의', '일정', '을', '고정', '하다', '어떻다', '요']",0
"['출장', '을', '가다', '자리', '를', '비우다', '직원', '있다']",0
"['그렇다', '요일', '만', '월요일', '로', '고정', '하고', '시간', '오후', '로', '정', '면', '요']",0
"['꼭', '월요일', '이다', '야하다', '이유', '없다', '저', '별로', '찬성', '지', '않다']",0
"['작년', '과', '올해', '매출', '액', '막대그래프', '로', '표시', '하다', '좋다']",0
"['색깔', '만', '다르다', '하다', '최대한', '비슷하다', '들어주다']",0
"['우리', '회사', '로고', '를', '바꾸다', '의견', '어떻다', '생각', '하다']",0
"['소비자', '에게', '익숙하다', '로고', '를', '굳이', '바꾸다', '모르다']",0
"['그렇다', '새롭다', '이미지', '를', '위해', '서', '무엇', '을해', '야하다', '요']",0
"['차라리', '새롭다', '캐릭터', '를', '만들다', '추가', '하다', '어떻다', '요']",0
"['이번', '신제품', '차로', '천', '개', '를', '주문', '하다', '하다']",0
"['달뒤', '차로', '동일', '한양', '을', '주문', '하다', '예정', '이다']",0
"['굳이', '나누다', '주문', '하다', '하다', '번', '에', '하다', '좋다', '같다']",0
"['고객', '자주', '요구', '사항', '을', '모으다', '보고', '하다', '고합', '니', '다']",0
"['저', '도', '그런', '과정', '필요하다', '계속', '생각', '해오다']",0
"['그렇다', '먼저', '요구사항', '을', '종류', '별로', '정리', '하다']",0
"['업무', '에', '필요하다', '문서', '작', '성능', '력', '을', '무료', '로', '가르치다', '어떻다', '요']",0
"['그렇다', '시간', '참가', '신청', '을', '받다', '때', '함께', '조사', '하다', '요']",0
"['보고서', '작성', '에', '필요하다', '자료', '정도', '면', '되다', '요']",0
"['지금', '드리다', '자료', '를', '참다', '면알', '있다', '같다']",0
"['작년', '보고서', '를', '직접', '보다', '더', '빨리', '끝내다']",0
"['새롭다', '제품', '홍보', '를', '위해', '직원', '직접', '매장', '에', '가다', '하다']",0
"['홍보', '제품', '에', '대해', '가장', '잘알다', '사람', '이해', '아하', '지', '않다']",0
"['홍보', '담당자', '제품', '을', '자다', '설명', '하다', '정보', '를', '더보', '내다']",0
"['현', '재작성', '중', '이다', '훅', '시', '무슨', '일', '때문', '에', '그', '러시', '죠']",0
"['팀', '장님', '께서', '추가', '하다', '제출', '일', '을', '변경', '하다', '하다']",0
"['김', '대리', '님', '안녕하다', '중국', '출장', '관련', '전체', '예산안', '바뀌다', '기안', '서', '변경', '필요하다', '싶다']",0
"['제', '김', '대리', '님', '이메일', '로', '변경', '사항', '안내', '드리다', '하다']",0
"['안녕하다', '제', '이번', '출장', '에', '중국어', '통역', '을', '맡다', '되다', '해외', '사업', '팀', '김소미', '대리', '이다']",0
"['저', '도', '잘', '부탁드리다', '미흡하다', '최선', '을', '다해', '서', '통역', '해드리다', '하다']",0
"['이번', '발표', '관련', '사항', '이메일', '로', '안내', '드리다']",0
"['지난주', '에', '말씀드리다', '중국', '출장', '비자', '발급', '건', '에', '대해', '여쭈다', '보다', '발급', '완료', '되어다']",0
"['저희', '언론사', '라서', '그런', '지', '특별', '비자', '발급', '신청', '을해', '야하다', '같다']",0
"['부산', '출장', '이주', '후', '로', '다가오다', '다', '들다', '준비', '착오', '없이', '진행', '되다']",0
"['제', '가변', '경', '페널티', '없다', '확인', '해보다', '보고', '드리다']",0
"['그렇다', '저희', '섭외', '되다', '빨리', '연락', '을', '취', '하다', '상황', '이라서', '요']",0
"['네', '제', '최대한', '빨리', '섭외', '하다', '드리다', '하다']",0
"['회사', '에서', '지원', '해주다', '외출', '장', '일일', '경비', '어떻다', '책정', '되어다', '혹시', '알다']",0
"['감사하다', '제', '관련', '팀', '에', '연락', '취', '하다', '기안', '서', '작성', '마무리', '도록', '하다']",0
"['네', '아마', '출장', '가다', '국가', '마다', '책정', '금액', '다르다', '알아보다', '하다']",0
"['감사하다', '이번', '이제', '첫', '해외', '출장', '이라', '저', '여쭈다', '볼', '게', '많다']",0
"['대부분', '미팅', '스케줄', '다', '잡히다', '지금', '곳', '에서', '답변', '기다리다']",0
"['네', '알', '겠다', '미팅', '스케줄', '다', '컨펌', '되다', '공유', '부탁드리다']",0
"['네', '알', '겠다', '제', '컨펌', '되다', '로이', '메', '일송', '부', '드리다']",0
"['제', '내일', '드디어', '출장', '을', '가게', '되어다', '내일', '모두', '오', '전시', '에', '공항', '에서', '뵈다', '로', '죠']",0
"['그렇다', '그렇다', '혹시', '몇일날', '출발', '하다']",0
"['저', '하루', '늦다', '출발', '을', '하다', '예정', '이다', '당일', '비행기표', '모두', '다', '매진', '되어다']",0
"['달뒤', '에', '있다', '이탈리아', '출장', '에', '대해', '서', '간략하다', '브리핑', '을', '하다', '예정', '이다', '다모', '두', '회의실', '로', '모이다', '부탁드리다']",0
"['작년', '에', '참가', '하다', '업체', '대부분', '참가', '를', '다', '고', '사무국', '측', '에서', '알다']",0
"['다음주', '출장', '관련', '하다', '이야기', '하다', '예정', '인거', '죠']",0
"['그렇다', '저', '준비', '가다', '되어다', '진행', '부탁드리다']",0
"['안녕하다', '이번', '에', '사장', '님', '해외', '출장', '동행', '을', '맡다', '되다', '해외', '사업', '팀', '김소미', '대리', '이다']",0
"['안녕하다', '김', '대리', '님', '사장', '님', '께서', '선호', '하다', '호텔', '리스트', '뽑다', '이메일', '로', '보내다', '드리다']",0
"['혹시', '현지', '에서', '컨펌', '되다', '미팅', '리스트', '업데이트', '되다', '버전', '추가', '하다']",0
"['업데이트', '되다', '버전', '아직', '받다', '못', '하다', '추가', '전입', '니', '다']",0
"['지금', '다시', '공유', '드리다', '하다', '추가', '부탁드리다']",0
"['이번', '캄보디아', '출장', '건', '관련', '보고', '드릴', '부분', '있다']",0
"['문제', '아니다', '이번', '에', '캄보디아', '가년', '만에', '폭염', '이온', '상황', '이라', '클라이언트', '측', '에서', '드레스코드', '변경', '요청', '을', '해오다']",0
"['그렇다', '그러면', '관련', '사항', '이메일', '로', '송부', '부탁드리다', '제', '가부장', '님', '게', '보고', '드리다']",0
"['안녕하다', '저', '이번', '에', '독일', '출장', '함께', '하다', '되다', '제작', '팀', '윤정', '주입', '니', '다']",0
"['그렇다', '그렇다', '하다', '없다', '제', '다른', '팀', '에', '차출', '가능하다', '인원', '있다', '알아보다']",0
"['죄송하다', '미리', '체크', '를', '하다', '하다', '이렇게', '늦어지다', '모르다']",0
"['괜찮다', '그냥', '다음', '부터', '주의', '부탁드리다']",0
"['현지', '에서', '계약', '을', '하다', '업체', '측', '에', '갑자기', '계약', '을', '철회', '한다는', '이메일', '을', '보내다']",0
"['왜', '갑자기', '그런', '결정', '을', '내리다', '되다', '가요', '우리', '측', '에', '무슨', '실수', '라고', '건가', '요']",0
"['그', '건아', '니', '고현지', '거래처', '에서', '자금', '유통', '관련', '하다', '문제', '생기다', '같다']",0
"['혹시', '다음주', '해외', '출장', '가다', '때', '현지', '바이어', '에게', '드릴', '선물', '구매', '하다']",0
"['아직', '못', '하다', '새롭다', '바이어', '분', '이라', '취향', '도', '모르다', '고해', '서', '아직', '고민', '중', '이다']",0
"['제', '가전', '회사', '에', '있다', '때알', '고', '지내다', '바이어', '분', '셔', '서', '취향', '을', '잘알다']",0
"['그', '부분', '걱정', '지', '말다', '독일어', '와', '한국어', '가능하다', '현', '지코', '디네', '터', '가하다', '동행', '하다', '예정', '이다']",0
"['그렇다', '정말', '다행', '이다', '속성', '으로', '독일어', '과외', '를', '받다', '하나고', '민중', '이다']",0
"['네', '박부', '장님', '께서', '이번', '해외', '거래처', '담당자', '랑', '아주', '막역', '한사', '이신가', '보다']",0
"['그렇다', '그렇다', '이번', '계약', '은별', '차질', '없이', '진행', '되다']",0
"['네', '알', '겠다', '명', '심하다', '다음', '부턴', '착오', '없이', '제출', '도록', '하다']",0
"['이번', '유럽', '출장', '에', '서명', '심하다', '할부', '분', '새롭다', '거래처', '모색', '이다']",0
"['네', '알', '겠다', '이미현', '지', '업체', '몇', '곳', '과', '미팅', '을', '잡다', '상태', '이다']",0
"['다행', '이다', '작년', '에', '계약', '을', '하다', '거래처', '아직', '연장', '을', '하다', '않다', '상황', '이라', '많이', '불안하다']",0
"['네', '저', '도', '담당자', '로써', '불안하다', '연장', '가능하다', '노력', '해보다', '하다']",0
"['이번', '달', '에는', '출장', '이개', '나', '잡히다', '왜', '이렇게', '이번', '달', '에다', '몰리다', '가요']",0
"['그렇다', '그', '래서', '다', '들다', '휴가', '전', '에', '모든', '계약', '을', '끝내다', '이렇게', '이번', '달', '에', '미팅', '을', '몰다']",0
"['그렇다', '같다', '현지', '담당자', '양해', '를', '구', '이메일', '도', '함께', '보내오다', '이렇다', '진정하다', '문화', '차이', '같다']",0
"['네', '이번', '계', '약', '건', '올해', '매출', '을', '책임지다', '크다', '계약', '건', '라다', '엄청', '기대하다', '같다']",0
"['저', '도제', '이렇게', '크다', '계약', '을', '이렇게', '빨리', '진행', '게', '되다', '모르다', '열심히', '하다']",0
"['그렇다', '혹시', '뭐', '변경', '되어다', '여쭈다', '보다', '되다', '요지', '금부', '장님', '께서', '여쭈다', '보다']",0
"['안녕하다', '한지민', '팀', '장님', '해외', '사업', '팀', '김소미', '대리', '이다', '저희', '팀', '에서', '급하다', '이번', '출장', '건', '관련', '으로', '인원', '보충', '요청', '을', '드리다', '합', '니', '다']",0
"['네', '안', '그래도', '오늘', '오전', '팀', '장', '회의', '에서', '공유', '받다', '러시아어', '가능하다', '분', '을', '찾다', '들다']",0
"['네', '저희', '팀', '에서', '러시아어', '담당', '이신', '최', '대리', '님', '께서', '급하다', '장염', '때문', '에', '입원', '하다', '상황', '이라서', '요']",0
"['네', '알', '겠다', '인원', '파악', '후', '바로', '연락', '드리다', '하다']",0
"['아니다', '제', '몇개', '실수', '분', '실하다', '같다', '어떻다']",0
"['괜찮다', '신용카드', '회사', '에', '전화하다', '영수증', '보내다', '달라', '고', '하다', '되다']",0
"['재무', '팀', '장', '동', '원', '매니저', '님', '시', '죠', '저', '다르다', '출장', '경비', '관련', '하다', '여쭈다', '볼', '게', '있다']",0
"['네', '재무', '팀', '장', '동원', '매니저', '이다', '무슨', '일이', '시', '죠']",0
"['안녕하다', '장동', '원', '매니저', '님', '해외', '사업', '팀', '김소미', '매니저', '이다']",0
"['네', '안녕하다', '무슨', '일', '이실', '끄다', '이번', '출장', '경', '비건', '관련', '하다', '문의', '주다']",0
"['죄송하다', '아직', '이메일', '을', '못', '받다', '보다', '저희', '이번', '에', '시스템', '오류로', '인하다', '처리', '늦어지다']",0
"['안녕하다', '재무', '팀', '에서', '연락', '드리다']",0
"['이번', '에', '보내다', '영수증', '중', '에', '누락', '되다', '몇개', '있다', '연락', '드리다']",0
"['죄송하다', '제', '확인', '하고', '다시', '보내다', '드리다', '하다']",0
"['저', '개인', '적', '으로', '지출', '부분', '에', '대해', '서', '제출', '지', '않다']",0
"['그렇다', '월일', '에', '사용', '신부', '분', '개인', '적', '인', '지출', '이아', '니', '신가', '요']",0
"['제', '가출', '장', '경비', '처리', '를', '처음', '해보다', '그런데', '혹시', '어떻다', '하다', '알다']",0
"['그동안', '지출', '내용', '을', '엑셀', '에', '따로', '정리', '하다', '야하다']",0
"['네', '그', '건', '미완료', '하다', '그다음', '에는', '어떻다', '하다']",0
"['그다음', '에는', '인트라넷', '에', '접속', '하다', '정리', '엑셀', '파일', '을', '업로드', '하다', '야하다']",0
"['뭐', '진짜', '종이', '영수증', '을', '말', '건아', '니', '겠다', '요즘', '누가', '종이', '영수증', '을', '다', '챙기다', '다니다']",0
"['종이', '영수증', '맞다', '회사', '아직도', '옛날', '방식', '을', '고수', '하고', '있다', '영수증', '을', '다', '챙기다', '야하다']",0
"['오다', '그건', '진짜', '불편하다', '요즘', '은종이', '영수증', '안주', '곳도', '꽤', '되다']",0
"['질문', '있다', '출장', '경비', '출장', '을', '다녀오다', '후', '몇', '일', '안', '에', '올리다']",0
"['사', '내', '규칙', '상', '일주일', '안', '에', '올리다', '원칙', '이지만', '부득이', '사정', '있다', '마감', '연장', '가능하다']",0
"['출장', '다녀오다', '이후', '에', '휴가', '를', '쓸다', '예정', '이라서', '아마', '일주일', '안', '에', '올', '리기', '힘들다', '같다']",0
"['그러면', '제', '게이', '메일', '로', '상황', '을', '다시', '한번', '보내다']",0
"['요즘', '예전', '이랑', '다르다', '회사', '에서', '경비', '처리', '를', '아주', '손쉽다', '하다']",0
"['어떻다', '예전', '에', '회사', '를', '안다', '녀', '보다', '자다', '모르다', '하다']",0
"['예전', '에는', '일일', '히', '영수증', '을', '풀', '로', '종이', '에', '부치다', '제출', '을', '하다', '요즘', '그냥', '엑셀', '에', '정리', '하다', '한번', '에', '업로드', '시스템', '이야']",0
"['그렇다', '굉장하다', '편리하다', '어떻다', '일일', '히', '풀', '로다', '부치다']",0
"['이번', '에는', '좀', '장', '기적', '으로', '출장', '을', '다녀오다', '그런', '걸', '꺼', '에요', '거의', '마무리', '하다']",0
"['네', '오늘', '제출', '하다', '하다', '어제', '늦다', '야근', '하다']",0
"['수고', '하다', '오늘', '제출', '하고', '좀', '일찍', '퇴근', '하다']",0
"['출장', '경비', '처리', '에', '대', '메뉴얼', '회사', '인트라넷', '에', '자다', '정리', '되어다', '참고', '부탁드리다']",0
"['네', '알다', '감사하다', '제', '이번', '에', '처음', '해보다', '조금', '미숙', '하다']",0
"['처음', '엔', '다그', '래', '요', '그래도', '메뉴얼', '에', '자다', '설명', '되어다', '자다']",0
