sentence,label
더러운기사좀 쓰지마 퉤퉤 보는것도 엮겹네 시이 발,1
기안이랑 엮지마라 페미 기득권 기생충들아,1
역쉬 배신과 뒤통수의 달인 전라도 홍어 년놈들,1
음주운전 몇번을 해도 버젓이 나오면서 쳐빠개는 광대새끼들이 넘쳐나는게 헬센의 실태,1
영화가 하나 같이 술먹고 담배 피우고 토하고 겔겔 대고 또라이들의 향연이 예술이란다 그래 나는 예술을 이해 못하는 원시인 이다,1
개새끼가 처음에 잠복한거 다 알아보고 할수없이 놀아주는거네 속으로 하저병신년 또 저지랄이네 했을듯,1
일베 노가더 등급 병신들 풀발기 하고 있음 ,1
으 댓글에서 생리충 냄새나네 피 새나봐 으,1
씨발 명절 선물셋트도 묶음이니 팔지 말고정부에서 파는 종량제도 묶음으로 팔지 말아야지살기 힘들어 죽갔는데차라리 박근혜 정부가 낫다우리 실생활에 피해는 안줬거든서민생각은 안하는 공산주의 쉐이들이게 뭐 하는 짓이냐,1
수학강사든 용접공이든 개좆도 아닌 일들하면서누가 낫네 지랄들이노사회에서 밑바닥 직업층에 속하는데 누가 낫냐고 비교질하는게아니꼬울따름임,1
정은이한테 꿈깨라고 전해라  그럴일없다미국이 미쳤다고 우리 받아주노,1
 사람 얼굴 손톱으로 긁은것은 인격살해이고 동영상이 몰카냐 메걸리안들 생각이 없노,1
이떄다 싶어서 메갈년들 몰려와서 남경  하네 ,1
판이 점점 커지노 걍 얼마 안가고 묻힐 줄 알았는데 크루들이 들고 일어났네,1
 파혼했는데 좋은 선후배여윾시 개그맨 것들은 죄다 양아치야 헤헤,1
문재인 저격드라마,1
카더라  팩트일베 뒤졌노,1
애미고양이 반병신 만들어 놓을테니,1
네이버 출신 윤뭐시기 의원 말해봐 이 병 색캬,1
기레기 길다가 돌맞는데 누가 가만히 있냐 쓰레기 어그로꾼 유트브정지당해야지 사회악이다,1
씨불,1
버러지들,1
그래서 내가 아예 썅그지 동네도 개인택시 없으니 예시가 잘못됐다는 말인데 혼자 뭔 씹소리야,1
한치같이생겨가지고 염병을하네,1
조선족 분탕 중국 마오쩌둥 병신에다가 중국 민족이 미개해서 미국한테는 털리지,1
창남,1
오르가즘,1
간만에 이단어가 떠오르는군 이뭐병,1
알겠다 이 미친놈아,1
아직까지 밝혀진 죄가 없으니 당연히 입대해야죠,1
공산당이네 시바 내가 공부해서 내가 벌어 모은 재산을 강제로 세금화 시킨다는게 말이되냐 이게 공산당이지 민주당 똥을 왜 국민이 다 해결해야하는데 선거도 실명제로 바꿔야해 뽑을 벌레들이 해결하는 방식으로 그리고 어짜피 전라도는 민주당 퍼니까 이번 세금은 민주당 지역인 전라도에서만 세금 걷어 엿같은 문정부야 대가리에 빨갱이 공산주의만 박혀있는 벌레들아,1
오늘안으로 목메달아 자살하시길 유가족에 대한 사과의 뜻으로 ,1
요뇬 요거 요거 우리집으로 오너라,1
올려치기 가즈아,1
그리고소유진존나 관종인듯꼴보기 싫으니그만 나대고존나 안궁금해제발 그만나대,1
 영화계에선 타율로봄 원빈은 나온영화 다 대박쳤고 다 연기력 좋게 평가받음 장동건은 친구 태극기 빼고 다좆망 원빈은 태극기 아저씨 포함 나온건 다 흥 이 차이야 영화계에선 그래서 원빈  장동건 이렇게봄,1
부연이 일베하노,1
옹녀,1
저 엄마는 범죄자가 음주운전 했다는 사실 보다 본인이 아이를 실내로 데리고 들어가지 않았다는 죄책감에 평생을 살겠지 진짜 너무 마음아프다 음주운전새들아 너네가 술 먹고 어디서 사고나서 혼자 쳐 죽는 건 아무도 신경 안 써 근데 다른사람한테 피해를 주잖아 그냥 피해가 아니라 생명과 직결된 거라고진짜 술 먹고 운전 좀 하지마 제발 이 그지같은 것들아,1
살에 폐경에 다리까지 노답이라이 ,1
서열위네 좆냥이 찍소리도못함,1
색꺄,1
사카치,1
병신새끼,1
십밸,1
대깨문들 진짜저렇게 집단적으로 여기저기 테러넣는구나양심도 없고 삶도 없는 새끼들툭하면 좌음 카카오 중심으로 댓글 달고 여기까지 원정와서 시비거는 클래스역시 대깨문들 이정도 되면 광신도 아니냐,1
용접이랑 영어 배워서 호주가면 진짜 사람답게는 산다돈 오지게 번다 한국보다는,1
하긴 니들이 사람색히들이냐,1
응원안한다 이용진 너무 건방져 보인다 주변에 꼭 용진이처럼 근거없는 자신감으로 뭉친애들 꼭있다 난 그런애들 보면 성실히 아구창을 날린다 용진이 만나면 명치 존나 쎄게 한대 쳐맞는다 기대해라,1
빙쉬,1
그럼 꼽아 놓고 하면 좆질로 분수 가능,1
글 존나병신같이 쓰네넌 누구 설득하려고하지마라 밑천 드러남,1
왜 내 인생을 여자한테 쪽 빨리고 사냐,1
시발 넌 번죽어라,1
광신도 친문 저능아들 신상좀 누가 털어봐라 찾아가서 머가리 깨버리게 지들이 하는짓이 나라 망치는건지도 모르고 우루루 몰려가서 마녀사냥 하는꼬라지봐라,1
이참에 그년 보지나 용접해 버리자,1
이런늠은 거세가 정답이다,1
난 취중 고백 이런거 존나 이해안감 술취해도 난 어느정도 뇌는 컨트롤 되던데몸은 안따라줘도,1
개쫄리나보네 잘가라,1
참지않긬 계집애 종특 그대로 표현했네  남태현 장하다 남자가 그럴수도잇지 ,1
미쳤나 진짜 시발,1
변신로봇인가 그래도 강다니앨인지 조폭같은애들보단 잘생겻네,1
성형후 사진 원래 포샵 존나하는거 아님실제로 보면 오른쪽같이 안생겼을듯,1
흑수저로 태어 나면 부모는 자식에게 아무런것도 바라면 안되는게 맞음존나 못살게 태어나서 너는 성공해야 된다라는 말을 하는 부모 있으면그냥 호적파서 나와라니 인생은 가족에게 평생 호구가 될것임,1
와 석유 나는 나라의 위엄이 바로 저런거로구나 근데 저런 선진국이 될수 있는 나라가 일부 새끼들이 그 부를 독점하려고 차도르 씌우고 전쟁광 놀음 하고 있는거잖여,1
색남,1
느그애미 수원에서 외노자 보지대주다가,1
언젠간 어떤남자에게 소유물이 되겠지  노처녀는 안될거 아니냐 김태희도 결혼할판에 김태희는 비 소유물이다,1
좌파는 입만번지르르하구 실상은 빈깡통이라구,1
더 손타기전에 잘간듯 더 타봐야 뭐 즐기기밖에 더하겟너,1
아들 왜나오냐  완전 등골빼먹는 캥거루족,1
좃가튼,1
전라도는 인구 소멸 우려될 정도로 인구가 엄청 줄었는데 공무원  증가  개같은 사회주의 지상낙원 싸우스 코리아 전라 프라빈스,1
니 보고 그러는게 아니다여기 보면 개 싸가지 새끼들 많지노인을 공경하는것과 예의 없는 나이 많은 사람을 상대하는것은 분명 다른거지,1
마누라 하나 못 잡고 잡혀서 사는 호구 병신 보빨러들이 얼마나 많길래 저러냐,1
벌레공무원 월급노예들보단 나라에도움됨,1
보집물 맛보고 싶다,1
산이는 피해자 아닌가누가 엿먹으라고 띄운것 같은데매갈,1
홍어야,1
이걸로 조현씨가 상처받을꺼 없어요 상처입는건 되려 욕한 쿵쾅이들이 더 받을듯  쿵쾅이들아 너희가 거울보니 돼지만 있어서 열받드나,1
지잡년이 무슨 씨발,1
이휘재 드디어 나갔냐 이휘재 꼴 보기 싫어서 안봤는데 다시 봐야겠네,1
개 젖같은 상황이 발생하는구나,1
미쳤다고 톱스타가 저런 시골촌구석에 가서 저런 촌년이랑 사랑에 빠지나 우리나라 드라마는 막장 아니면 맨날 신데렐라 스토리네 절레절레,1
애미로드 ,1
그냥 여자밝히는 음탕한 할애비 그이상 그이하도 아님,1
얘네 팬덤 만큼 완장질에 법적대응 잘하는 가수도 없지 나이때가 할매 꼰머들이라 생각 자체가 굳은듯  유연해질 필요가있어요 인기가 항상 멈춰있는것은 아닐테니까 ,1
요즘애들한테 옥상 뛰어다닌썰 풀면 틀딱취급 받겠노,1
문재다문재 승징빙세끼들,1
십색꺄,1
정봉주 같은애가 국회의원을 했다는것만으로조선인 수준이 적나라하게 드러난거지,1
성인용품,1
개새들이여,1
애초에 박성광이 예능나갈려고 신입매니저 무리하게 데리고 나가서 생긴거 아냐방송나와서 이런 얘기 조차가 송이한테는 스트레스다 그만 좀 뽑아먹어라,1
모든 문제는 틀니와 좌익에 있다는게 내결론이다,1
당연하지 지능수준있으면 애국심이생기겠냐 나같아도 탈조센함 일뽕이될수밖에없음,1
씨발 내가 너 좋와하면 안되냐 내가 너 좋와하면 안되냐 내가 너 좋와할수도 있자나 이런 씨발 세상 좃같은 것들이 왜 나한테 지랄들이야 그래 안그래,1
문재인디졌당 추천,1
웹툰 작가들 하나같이 쓰레기집단이냐 ,1
빵에서 후장 파열로 뒤질놈임 ,1
연예인 군특혜는 여전하네 어디 일병이 시상하러 외박나오냐,1
고우시다 상폐들이 질투할만하네 ,1
아줌마가 노가다하면 남자들한테 존나 따임,1
바퀴벌레새끼들 ,1
갯지랄하지마라 나라가 망해가는중이다,1
보내줄꺼 보내주고 이제 시작하는일에 더 집중하는게 맞지 뭘  시발,1
삶은 전쟁이야 낭만이아니라짱꺠쉑들 보이시피싱좀 작작해라고해라,1
너 닉네임에서 불향기가 느껴진다   특수용접이니 그거 고수익 이라면서 나도  그런거 하는 사람 있으면 몇년 따까리 보조로 월 만원 받아도 되니깐 좀 배우고싶다기사 찾아보니깐 중년의 나이에 도전한 어떤 아줌마들 한달에 천따리 이상 버는 것 같은데 대체 그런건 어디서 배울 수 있노,1
아무리 짜증나는 년도 보지에 좆 꼽고 미친듯이 흔들어서 이소령 괴성지르면서 질내사정으로 홍콩가면 사랑스러운 마음이 드는게 사나이의 마음 아니노,1
개쒝갸,1
빅근혜때문에 끊었다가 뮨재인때문에 다시핀다 ,1
장군출신 의원이라는게 일개 병사를 협박하고 문베충들에게 총공세하라고 개를 푸는구나 좌빨 정권의 개가 되어 나라를 갈갈이 찢어대는 문재인 양아치정권의 개 황희 너는 인간이 아니라 개다 개,1
근데 일은 존나게 할꺼다,1
피싸개새끼들 인권을 왜챙겨 니 메갈하냐,1
윤세아 보면 홍콩여행 보내고 싶다,1
씹새꺄,1
,1
시발잠 못자겠네,1
좌파는 입만번지르르하구 실상은 빈깡통이라구,1
응 일베 개새끼,1
애초에 제작진에서 맹승지 캐릭터를 떼쟁이 폐급으로 작정하고 잡았네 소속사에서도 준비물 그렇게 해오라고 주문한 듯 진사출연 전에 한창 포텐 터진 유망주였는데 안타깝네,1
발 빨구싶다이뻐 핰,1
미국년인지 일본년인지 알수없다,1
씹쌔키,1
웃긴건 설리 살아있을때 가장 악플많이 달던년들이 막상 죽으니까 니들이 죽였다 여자라서 죽었다 지랄떨면서 푸닥거리하는 현재의 행태다,1
와 근데 너가 만약 짤같은 상황에서 성공하면 존나 꼴릴것같다,1
얘 뭐구속이고 뭐고 치료좀 해야겠던데 얼훌이 이미 중독증세임 환각증세 보이겠던데  아픈애 데리고 뭘 자꾸 조사야 누가 시켜서 했든뭐하든 똑같이 한걸 왜 얘가 억지로 했다는 자백 받아야 황하나 풀어주니까 ,1
니같은거 자살하면  아무도동정안해줌 ,1
틀딱 씨발새끼들아 다꺼져라 냄새나니까,1
오나홀도 애무 잘해주면 물 나온다 함 해보라,1
외노자게이였노,1
답글 글씨체를 봐라 저게 애새끼가 쓴거냐빨갱이새끼가 쓴거지 ,1
네 다음 대리충,1
진짜 개빡치는,1
입장 바꿔서 하등한 너의 얼굴을 니 남편이 못 생겨서 매력이 없다 술이나 해야지 하고 다른 성형 여자라도 좋고 다른 여자들 어장 관리 한다고 생각 해 바라 ,1
빤스 사랑교회,1
저 뼈속까지 빨갱이 끼 미쳐도 단단히 미쳤구나,1
말한놈이 쓰래기네 친구가 평생같이살 마누라를 모욕했으니,1
아니 그 공부를 해야한다니까 갖다 용접만하면 되는거이 아니고 철하고 알루미늄하고 졸라게 용접해봐야 붙질 않아,1
일베새끼들은 그냥 무식한거 맞네 ,1
전라도 ,1
사카시,1
다애미뒤진 새끼들이라그래,1
지잡도 급이 있다 게이야,1
좆같이생긴새끼가 화나서 이지랄하면 현실에서 진짜존나처맞지,1
메갈스틴 잘망했다,1
여자 두명이면 서로 까고 세명이면 둘이 하나깜,1
미친색기 현대빨고 자빠졋노,1
이런개기래기 좌빠들 똥물에 튀겨도안댈 개기래키들,1
아니 메시 허락은 안받고 아버지 허락을 처받고있냐 미친 양아치 새기네,1
악플러들글하나못읽는 노안온 틀딱,1
딱 장사꾼처럼 생겨먹었네 백정답게 ,1
일본욱일기는 전범기가 아니라고 좀 열등감에서 벗어나서 상식적으로 판단하자 좀,1
아 미친  네이버는 이딴 쓰레기 언론사는 알아서 메인에서 필터해줬으면 좋겠다 애들도 보는데 팔 뭐하자는거야 진짜,1
지 장비 일본 스키장에 두고 왔다고 자랑스럽게 떠벌림 갔더니 너무너무 좋았다고 너무 좋아서 다시 가려고 했다고 함 ,1
해도돼근데 걸리지만 말자너희는 공공재라구 몰래 들키지 말고 하고 씨씨티비 공개한 사람이 젤 밉다 난,1
저런 애들은 자살을 안하지 역시 멘탈갑이야 그러니 그런 짓을 하고도 죄의식없이 불복하겠지 저 인간들의 부모부터 자식까지 대가 드러나야돼,1
짬지,1
자칭 명예백인이라고 주장하는새끼들인데 뭐 ,1
니들 머가리가 쓰레기라 이해못하는걸 작가고집 작가가 니들 원하는 그림 대신 그려주는 대리인이가조언장난하나 욕만  쳐해놓고지들 원하는 내용아니라고 물타기 오지고떡밥 회수하면 질질끈다 ,1
,1
씨입뇬,1
병신아 걍 인터넷에 찾아보면 되지,1
현영 가슴도 빨고 만지고 부럽다,1
첫번째 이유가  맞지특히나 뉴스나 기사 몇줄읽은 학생들끼리 대화해도 서로 존나 싸움  근데 둘다 아닌가 이런식으로 밖에 대화못함기사 뉴스 제대로 읽어본것도 별로없고 그냥 비전문가니 뭐 이게 팩트인지 아닌지도 판단이 안되는 상황 ,1
니미 씹이나 차단해라,1
아니 우리가 임신시켰냐고 애아빠한테나 배려강요하자 좀,1
불쌍한 인간 들 ,1
베충이왈이것은 조작이므니다 빨갱이 조사기관 이므니다 천황폐하 만세,1
애초에 이걸 노린 더썩은강간당 의원님 문꿀오소리들의 행동력을 감안하면 충분히 견적 나오죠 살기 힘들어졌다고 딱 한마디 말한 반찬가게 사장님에게도 테러를 하는 쓰레기들이니,1
그리고 나 홍어 아니다 내가 쓴글 정독 해봐라 이기야,1
만화는 걍 만화로 봐라 개새끼들이 공시절도 아니고 자꾸 영화게임만화 규제하고 지랄 그러면 조폭나오는 영화도 싸그리 상영금지 먹이고 꿈과 행복의 어린이동산으로 나라 컨셉을 잡던가,1
여자가 감히 욕을 해 좀 맞자 가 정상이라는 한국남자들 역시 그 성별 엄청 감정적이네,1
시발 그럼 애초에 세계의 좋은 바다를 추천해달라든가,1
애미 씨발 그럼 무한도전은 수 이상 한 애들이 해야하고정글의 법칙은 정글살다 온 애들이 해야하냐 아가리 잘털고 시청자 공감 이끌만한 이야기 잘하는 애들이 하면대지 ,1
조만간에 이 부부도 이혼각이네 ,1
백퍼 막장,1
개쉐,1
미친연,1
캬니네집에 빈대도사냐 얼마나 같이생활하면 그런게 다보이겟노,1
개씹뜬금없네 ,1
사진에저두년놈 웃는거보면 쌍재수없는데 시브럴,1
시발 말론브란도래 ,1
와 김세정 와꾸 왜저렇게변했냐,1
현대가 닛산한테도 밀리는구나 자국시장은 그냥 먹고 들어가는데도 저러네 ,1
성괴티 오지게 나네 씨발,1
싯팔,1
후장,1
설리는 꼴페미뇬들 악플에 자살한걸로 거의 결론나지 않았나 왜 반성을 못하고 댓글질들이야쓰래기짓거리 한 뇬들이,1
정도가 너무심함 저런새끼가 어떻게 사회생활가능한지 의문,1
어제 직원식당에서 쏘세지 배식 담당인 씬이 존나 웃겼는데 ,1
저런 여자는 내 자식을 잔득 넣어줘야 정신을 차리지,1
김무성이라니까 김무성중국간첩 놈 김무성을 제거 해야지,1
그게 왜 김도읍한테 지랄할 일이지,1
그건 니 망상이고 아이즈원은 국내팬들 개 씹으로 생각도 안했음,1
천한 것,1
정말 거지같은인간들이다 사실을 왜 자꾸 어거지인지피해망상인가 민주당 이것밖엔 안되었나전정부나 현정부나국민들 위하는것들은 없다지네들 권력맛만 알지쓰레기들,1
사람도귀천이있지 뭔 글이 저따구냐,1
팔은 안으로 굽는다구 같은빨갱이새끼니까 편드는거 븅신아,1
하여간 방송국 새끼들 나도 욕했었는데 미안하네,1
틀들은 자꾸 사실과 망상을 구분안함,1
다 싹 뒈지길,1
하하 가자마자 추격전 큰거 세개 터지고 돈가방 여드름 꼬리잡기 가요제 회부터 본격적으로 듀엣 하고 장기프로젝트로 에어로빅도 하곸 졸라 커질만한거 많이 했음,1
네 다음 반일국뽕 폭도,1
용접은  직업등급은  빡대가리임들과 들끼리 싸움을 붙인 셈이니 그 강사가 잘못했다고 본다이기야,1
청소기 시발 극혐이네 다이슨 미만 전부 짭,1
현동환이가 베충이라던데 왜구당은 언제까지 극우 토착왜구 예수쟁이 개늙은이 베충이들과 결탁하여 정치질할 셈인가,1
철수가 드디어 대가리 철판 깔았네,1
법을 어겨서 화내는게 아니라 내가 누리지 못하는걸 나 몰래 누리니까 빡치는거임,1
게이애 침착하고,1
강원도 산불때도 저랬잖아 헌옷  와가지고 음식이 필요한건데 그거 치우는게 더 일이였지,1
성범죄자 난쟁이 ,1
유상철은 왜 안죽지죽을때 됐는데 너무 조용함,1
이 친구 암은다 나앗나 옮으면 큰일인데,1
동성애 똥꼬충들한테 동성애는 되는데 근친은 왜 안되냐 하면 온갖 현학적인 용어 들어가며 그것과 그건 다르다고 장황하게 설명함근데 몇년이 지나고 아무리 생각해봐도 뭐가다른지 모르겠음,1
고속도로에서 목숨 내놓고 운전하는 병신들 존나 많아보인다 좃도 안나가는 차로 미친듯이 삐대고  하는새끼들부터추월차선도 아닌데 뒤에 바짝붙어서 따라오는 병신까지블박차주도 존나 병신같네앞차 브레이크 들어오는데 브레이크 안 밟고 멀뚱멀뚱 쳐 가고 앉았다 시야확보도 안되는데 씨벌 개꼬시노,1
지 랄 하 고 자 빠 졌 네,1
지네들이나 많이  하지제정신 아닌놈들,1
문재앙이 똥꼬 빨고있는넝들,1
약쟁이 잘생겼네,1
니기미 돈퍼붓고저정도못만들면개병신이지,1
윤락,1
외계인 고문한다는 샘숨 스맛폰 부서에있노힘내라 게이야 세상에 쉬운게 어딨노지랄맞은 부장게이 실력 좋아 그자리 올랐겠지만본문게이랑만 마찰있는게 아니구다른 사람들이랑도 그렇다면기냥 버텨라이기야그래봐야 다 사람사는세상,1
니애미 김정은 후장빨이년 ,1
좌빨라인 운지고요 지리고요,1
이거 이자만해도 매년 엄청난 돈이 들어옴,1
꼴값떠네,1
수도권 인구집중 현상이 잘못된건 아니지 오히려 뉴욕 도쿄 런던 같은 선진국 도시나 중국 대도시들에 경쟁하려면 서울을 더 키워야하는게 현실인데 문재인 운운하며 수도권 집중이 잘못된 현상인양 말하고 잇네그냥 지방은 자연스레 인구소멸되게 냅두고 공장이나 농업 생산기지화 관광지 개발 등으로 가는게 옳다어차피 지방은 인간이 살수없는 반 축생들이 사는곳으로 변한지 오래인데 왜 지방을 억지로 살리려 하냐지방인들도 먹고 살아야하니 수도권 집중현상을 막아야하니 지방도 균형발전 시키자는 주장이북한인들도 먹고 살아야하니 북한에도 퍼주자고 하는 문재인의 개소리랑 다른게 뭐냐,1
씹쉑,1
쓰레기들,1
노가다 힘들어서 못버티고 가는 사람들 많다 개병신아,1
짱깨는 진짜 존나게 졸렬한나라인건 틀림없음,1
일단 경향신문 자체가 광고로 기사쓰는데인건 다들알거고수리비때문에 외제차에서 국내흉기들로 넘어갔다는인간들은 그냥 차를몰고다닐 자격이없다 택시타고다녀 그냥 벌레같은 자식들,1
요즘 같이 애못낳는 장애를 가진 여자들이 많은 세상에서는 인신하고 결혼하는게 현명한걸수도 있지,1
소 장 각 이다 부칸도야지 께서 내려주시는 문죄앙의 얼굴에  칠한 사진관심 가져주시어 감개무랑하는 문 좌빨부칸삐라 구함,1
내 주변 보면 다 버는 것에 맞춰 살게 되어 있더라 근데 기집년이 정신 못차리고 남자가 버는 것에 비해서 바라는게 많으면 그야말로 헬게이트 펼쳐지는거고 남자가 개고생하는거고 여자가 이해하면서 그에 맞춰 소확행하며 살 수 있으면 월  벌어도 괜찮은거지,1
넌 일제의 불합리성까지 빨게되는거지 이 빡대가리 혐한일뽕 새끼야,1
 한게 자랑 로 그것도,1
야녀,1
무슨 김건모가 조폭이냐 요즘이 어떤 세상인데 업소녀가 싫다는데 성폭행을 해 업소지키는 조폭한테 맞아 뒤진다 말 같지도않은 개소리 하구 있어 업소녀가 돈 띁어 내려고 작당한거구만 증거나 있나,1
쉑쓰,1
서울대생인 연예인 김태희를 고발한다이상한기계를 개발해서 돈을 버는가 하면정신질환을 일으키며 게다가 사생활보장도 못한다김태희는 죽어야한다,1
저딴거 하고 다니면 극혐인데 그냥 집에서 지들끼리 똥꼬섹스만 하고 평상시에 밖에서 남한테 피해 안주면 노상관이란거임,1
이게 다 빨갱이 때문이라 할겁니다,1
막지무지 존나귀엽다 나 맨날보는데,1
참 추잡한 것들 문재인 패거리들 이나 대깨문이나,1
확실히 화 이후로 전형적인 김치드라마 됨,1
